"IDI-2230","24701","7","Regular",,"Inglés Intermedio III","5","2","4","Licenciatura en Bibliotecología y Ciencias de la Información",,"Séptimo semestre"
"BIT-1180","24701","8","Regular",,"Información y Sociedad","2","0","2","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-3190","24701","8","Regular",,"Cátedra Luis Floren Lozano","3","0","3","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-4110","24701","8","Regular",,"Estudios Métricos","3","2","2","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-4130","24701","8","Regular",,"Creación y Diseo Biblio Digital Virutal","3","2","2","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-4180","24701","8","Regular",,"Automatización Unidad de Información","3","2","2","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-6110","24701","8","Regular",,"Práctica Profesional Supervisada","5","10","0","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-ZZY0","24701","8","Regular",,"Asignaturas Optativas","3","0","0","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"TEG-2190","24701","8","Regular",,"Ética Profesional del Docente","3","0","3","Licenciatura en Bibliotecología y Ciencias de la Información",,"Octavo semestre"
"BIT-6170","24701","0","Regular",,"Tesis de grado o curso equivalente","8","0","0","Licenciatura en Bibliotecología y Ciencias de la Información",,"Tesis de grado"
"IDI-0130","24701","6","Optativa",,"Inglés Técnico","4","0","4","Licenciatura en Bibliotecología y Ciencias de la Información","IDI-0230","Sexto semestre"
"","","","",,,,,,,"IDI-0210",
"","","","",,,,,,,"IDI-0280",
"LET-3380","24701","6","Optativa",,"La Narrativa Contemporánea","2","0","2","Licenciatura en Bibliotecología y Ciencias de la Información",,"Sexto semestre"
"OSI-3250","24701","6","Optativa",,"Educación para la Atención Diversid","2","0","2","Licenciatura en Bibliotecología y Ciencias de la Información",,"Sexto semestre"
"PSI-2040","24701","6","Optativa",,"Psicología del Aprendizaje","4","0","4","Licenciatura en Bibliotecología y Ciencias de la Información",,"Sexto semestre"
"PSI-2350","24701","7","Optativa",,"Psicología Social I","3","0","3","Licenciatura en Bibliotecología y Ciencias de la Información",,"Séptimo semestre"
"TEG-3180","24701","7","Optativa","PED-3180","Higiene Escolar y Edu Salud","3","0","3","Licenciatura en Bibliotecología y Ciencias de la Información","TEG-1110","Séptimo semestre"
"","","","",,,,,,,"PED-1110",
"LET-3490","24701","8","Optativa","LET-2350","Literatura Infantil","3","0","3","Licenciatura en Bibliotecología y Ciencias de la Información","LET-0120","Octavo semestre"
"","","","",,,,,,,"LET-0160",
"","","","",,,,,,,"LET-0130",
"TEG-3640","24701","8","Optativa",,"Fundamento y Estructura de Currículum","3","2","2","Licenciatura en Bibliotecología y Ciencias de la Información","TEG-1110","Octavo semestre"
"TEG-4110","24701","8","Optativa","PED-4110","Pedagogía Social","3","0","3","Licenciatura en Bibliotecología y Ciencias de la Información","TEG-3140","Octavo semestre"
"BIT-1800","30956","1","Regular","PED-1800","Introducción a la Bibliotecología","3","0","3","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"BIT-1810","30956","1","Regular","PED-1810","Catalogación I","4","2","3","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"DOP-1000","30956","1","Regular","DOP-0100","Orientación Institucional","1","0","1","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"","","","","OSI-0310",,,,,,,
"","","","","OSI-1000",,,,,,,
"","","","","PED-3110",,,,,,,
"","","","","TEG-3110",,,,,,,
"FIL-0110","30956","1","Regular",,"Introducción a la Filosofía","3","0","3","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"LET-0150","30956","1","Regular","LET-0110","Lengua Española y Técnicas de Expresión I","3","1","3","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"","","","","LET-0130",,,,,,,
"","","","","LET-0170",,,,,,,
"SOC-0120","30956","1","Regular","ICS-0110","Introducción a las Ciencias Sociales","3","0","3","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"","","","","PED-1120",,,,,,,
"","","","","SOC-0100",,,,,,,
"TEG-1110","30956","1","Regular","PED-1110","Fundamentos de la Educación","3","0","3","Licenciatura en Educación mención Bibliotecología",,"Primer semestre"
"","","","","PED-1130",,,,,,,
"","","","","TEG-1130",,,,,,,
"BIT-1820","30956","2","Regular","PED-1820","Catalogación II","4","2","3","Licenciatura en Educación mención Bibliotecología","BIT-1810","Segundo semestre"
"BIT-1830","30956","2","Regular","PED-1830","Clasificación I","4","2","3","Licenciatura en Educación mención Bibliotecología","BIT-1800","Segundo semestre"
"HIS-0110","30956","2","Regular","HIS-1100","Fundamentos de Historia Social Dominicana","3","0","3","Licenciatura en Educación mención Bibliotecología",,"Segundo semestre"
"LET-0160","30956","2","Regular","LET-0120","Lengua Española y Técnicas de Expresión II","3","1","3","Licenciatura en Educación mención Bibliotecología","LET-0150","Segundo semestre"
"","","","","LET-0130",,,,,,"LET-0130",
"","","","","LET-0180",,,,,,"LET-0110",
"MAT-0140","30956","2","Regular","MAT-0120","Matemática Básica","4","0","4","Licenciatura en Educación mención Bibliotecología",,"Segundo semestre"
"","","","","MAT-0130",,,,,,,
"","","","","MAT-0840",,,,,,,
"PSI-1050","30956","2","Regular","PED-2500","Introducción a la Psicología","3","0","3","Licenciatura en Educación mención Bibliotecología",,"Segundo semestre"
"","","","","PSI-1000",,,,,,,
"","","","","PSI-1010",,,,,,,
"BIT-1840","30956","3","Regular","PED-1840","Clasificación II","4","2","3","Licenciatura en Educación mención Bibliotecología","BIT-1830","Tercer semestre"
"BIT-1850","30956","3","Regular","PED-1850","Referencia I","3","0","3","Licenciatura en Educación mención Bibliotecología","BIT-1800","Tercer semestre"
"BIT-1860","30956","3","Regular","PED-1860","Historia del Libro y la Biblio","3","1","3","Licenciatura en Educación mención Bibliotecología",,"Tercer semestre"
"BIT-1870","30956","3","Regular","PED-1870","Publicaciones Periódicas","3","0","3","Licenciatura en Educación mención Bibliotecología","BIT-1810","Tercer semestre"
"","","","",,,,,,,"BIT-1830",
